Country_code,Year,Cause_code,Sex,Deaths2,Deaths8,Deaths13,Deaths22,Cause,Country
4085,2011,C100,1,0.0,0.0,0.0,1.0,Accidents caused by electric current,Germany
4085,2012,C090,1,0.0,0.0,0.0,1.0,Motor vehicle trafic accidents,Germany
4085,2010,B371,1,0.0,0.0,0.0,8.0,Salpingitis and oophoritis,Germany
4085,2015,B200,2,0.0,0.0,1.0,0.0,Anaemias,Germany
4085,2006,B394,2,0.0,0.0,0.0,1.0,Complications of the puerperium,Germany
4085,2012,B217,1,0.0,0.0,1.0,0.0,Physiological malnutrition arising from mental factors,Germany
4085,2008,A059,1,0.0,0.0,0.0,1.0,Lymphosarcoma and other neoplasms of lymphatic and haematopoietic system,Germany
4085,2011,B230,1,0.0,0.0,1.0,1.0,Glaucoma,Germany
4085,2008,C022,2,0.0,0.0,0.0,1.0,Malignant neoplasms,Germany
4085,2007,B212,1,0.0,0.0,1.0,0.0,Affective psychoses,Germany
4085,2014,B464,1,1.0,0.0,0.0,0.0,Abdominal pain,Germany
4085,2006,B018,1,0.0,0.0,1.0,0.0,"Malignant neoplasms, including neoplasms of lymphatic and haematopoietic tissues",Germany
4085,2009,C051,1,0.0,0.0,0.0,1.0,Cerebrovascular disease,Germany
4085,2006,C081,2,0.0,0.0,0.0,1.0,Ill-defined and unknown causes,Germany
4085,2013,C009,2,0.0,0.0,0.0,1.0,Whooping cough,Germany
4085,2011,C060,1,0.0,0.0,0.0,1.0,Chronic liver disease and cirrhosis,Germany
4085,2009,B209,2,0.0,0.0,1.0,0.0,Remainder of B20,Germany
4085,2006,B371,1,0.0,0.0,0.0,2.0,Salpingitis and oophoritis,Germany
4085,2014,B379,2,0.0,0.0,0.0,1.0,Remainder of B37,Germany
4085,2006,A058,1,0.0,0.0,0.0,1.0,Leukaemia and aleukaemia,Germany
4085,2006,B181,2,0.0,0.0,2.0,12.0,Diabetes mellitus,Germany
4085,2010,C030,1,0.0,0.0,0.0,1.0,Mal. neoplasm of cervix uteri,Germany
4085,2006,C098,2,0.0,0.0,0.0,2.0,Struck accidentally by falling object,Germany
4085,2008,B181,1,0.0,0.0,1.0,6.0,Diabetes mellitus,Germany
4085,2015,A043,2,0.0,0.0,0.0,1.0,All other diseases classified as infective and parasitic,Germany
4085,2011,B007,2,0.0,0.0,0.0,2.0,Scarlet fever and streptococcal sore throat,Germany
4085,2011,A049,2,0.0,0.0,0.0,14.0,Malignant neoplasm of larynx,Germany
4085,2012,C089,1,0.0,0.0,0.0,5.0,External causes of injury and poisoning,Germany
4085,2007,B182,1,0.0,0.0,5.0,25.0,Hyperlipoproteinaemia,Germany
4085,2008,A047,1,0.0,0.0,1.0,79.0,"Malignant neoplasm of intestine, except rectum",Germany
4085,2010,A058,2,0.0,0.0,0.0,2.0,Leukaemia and aleukaemia,Germany
4085,2009,B439,2,0.0,0.0,0.0,1.0,Remainder of B43,Germany
4085,2009,C069,2,0.0,0.0,0.0,1.0,Infections of the puerperium,Germany
4085,2013,B371,2,0.0,0.0,0.0,1.0,Salpingitis and oophoritis,Germany
4085,2006,C030,2,0.0,0.0,0.0,2.0,Mal. neoplasm of cervix uteri,Germany
4085,2010,B24,2,0.0,0.0,7.0,0.0,Diseases of the ear and mastoid process,Germany
4085,2011,B012,1,0.0,0.0,0.0,1.0,Acute poliomyelitis,Germany
4085,2009,B349,2,1.0,0.0,1.0,16.0,Remainder of B34,Germany
4085,2009,C048,2,0.0,0.0,0.0,1.0,Pulmonary heart disease,Germany
4085,2013,B181,2,0.0,0.0,1.0,4.0,Diabetes mellitus,Germany
4085,2010,A080,1,0.0,0.0,0.0,4.0,Chronic rheumatic heart disease,Germany
4085,2009,B449,2,1.0,0.0,1.0,0.0,Remainder of B44,Germany
4085,2006,A052,1,0.0,1.0,0.0,0.0,Malignant neoplasm of cervix uteri,Germany
4085,2013,C060,1,0.0,0.0,0.0,2.0,Chronic liver disease and cirrhosis,Germany
4085,2005,A084,2,0.0,0.0,0.0,5.0,Hypertension without mention of heart,Germany
4085,2011,B349,1,0.0,1.0,1.0,7.0,Remainder of B34,Germany
4085,2009,B027,1,0.0,0.0,0.0,2.0,Other diseases of heart,Germany
4085,2012,C060,2,0.0,0.0,0.0,4.0,Chronic liver disease and cirrhosis,Germany
4085,2015,B009,1,0.0,0.0,0.0,1.0,Whooping cough,Germany
4085,2009,C029,1,0.0,0.0,0.0,6.0,Mal. neoplasm of female breast,Germany
4085,2015,C099,2,0.0,0.0,0.0,10.0,Accidents caused by machinery and by cutting and piercing instruments,Germany
4085,2006,A021,1,0.0,0.0,0.0,1.0,Diphtheria,Germany
4085,2006,A058,2,0.0,0.0,0.0,1.0,Leukaemia and aleukaemia,Germany
4085,2006,B159,1,0.0,0.0,0.0,1.0,Remainder of B15,Germany
4085,2005,B349,2,1.0,0.0,1.0,20.0,Remainder of B34,Germany
4085,2014,A083,1,0.0,0.0,1.0,0.0,Hypertension with heart disease,Germany
4085,2006,C049,2,0.0,0.0,0.0,18.0,Other forms of heart disease,Germany
4085,2012,C102,1,0.0,0.0,0.0,1.0,Suicide and self-inflicted injury,Germany
4085,2009,A020,1,0.0,0.0,0.0,1.0,Septicaemia and pyaemia,Germany
4085,2014,C069,2,0.0,0.0,0.0,4.0,Infections of the puerperium,Germany
4085,2013,A085,2,0.0,0.0,0.0,1.0,Diseases of arteries,Germany
4085,2005,B220,1,0.0,0.0,1.0,0.0,Meningitis,Germany
4085,2015,B189,1,0.0,0.0,0.0,1.0,Remainder of B18,Germany
4085,2012,B009,1,0.0,0.0,0.0,2.0,Whooping cough,Germany
4085,2009,C099,1,0.0,0.0,0.0,9.0,Accidents caused by machinery and by cutting and piercing instruments,Germany
4085,2009,C049,2,0.0,0.0,1.0,26.0,Other forms of heart disease,Germany
4085,2014,C022,2,0.0,0.0,0.0,1.0,Malignant neoplasms,Germany
4085,2012,B209,2,0.0,0.0,0.0,1.0,Remainder of B20,Germany
4085,2005,C039,2,0.0,0.0,0.0,2.0,Diseases of the nervous system,Germany
4085,2011,B230,2,0.0,0.0,2.0,0.0,Glaucoma,Germany
4085,2011,B371,1,0.0,0.0,0.0,4.0,Salpingitis and oophoritis,Germany
4085,2006,B49,1,0.0,0.0,1.0,0.0,"Misadventures during medical care, abnormal reactions, late complications",Germany
4085,2015,B270,1,0.0,0.0,0.0,1.0,Acute myocardial infarction,Germany
4085,2010,B349,1,0.0,1.0,1.0,2.0,Remainder of B34,Germany
4085,2007,B449,2,0.0,0.0,1.0,1.0,Remainder of B44,Germany
4085,2012,A044,2,0.0,0.0,0.0,2.0,Malignant neoplasm of buccal cavity and pharynx,Germany
4085,2013,C081,1,0.0,0.0,0.0,1.0,Ill-defined and unknown causes,Germany
4085,2014,B371,2,0.0,0.0,0.0,1.0,Salpingitis and oophoritis,Germany
4085,2006,B180,1,0.0,0.0,0.0,1.0,Disorders of thyroid gland,Germany
4085,2005,C059,1,0.0,0.0,0.0,1.0,Intestinal obstruction,Germany
4085,2012,C049,1,0.0,0.0,5.0,18.0,Other forms of heart disease,Germany
4085,2015,C040,2,0.0,0.0,0.0,1.0,Meningitis,Germany
4085,2007,B199,1,0.0,0.0,0.0,1.0,Remainder of B19,Germany
4085,2011,C048,1,0.0,0.0,0.0,1.0,Pulmonary heart disease,Germany
4085,2015,B029,2,0.0,0.0,0.0,7.0,Hypertension without mention of heart,Germany
4085,2009,B189,1,0.0,0.0,0.0,1.0,Remainder of B18,Germany
4085,2012,B181,2,0.0,0.0,0.0,3.0,Diabetes mellitus,Germany
4085,2013,B009,2,0.0,0.0,0.0,1.0,Whooping cough,Germany
4085,2011,B449,2,0.0,0.0,0.0,1.0,Remainder of B44,Germany
4085,2012,B349,1,1.0,0.0,0.0,5.0,Remainder of B34,Germany
4085,2010,A058,1,0.0,0.0,0.0,1.0,Leukaemia and aleukaemia,Germany
4085,2011,A090,1,0.0,0.0,1.0,25.0,Bronchopneumonia,Germany
4085,2005,A029,2,0.0,0.0,0.0,2.0,Acute infectious encephalitis,Germany
4085,2005,A047,2,0.0,0.0,0.0,20.0,"Malignant neoplasm of intestine, except rectum",Germany
4085,2015,B49,1,0.0,0.0,0.0,3.0,"Misadventures during medical care, abnormal reactions, late complications",Germany
4085,2010,B181,1,0.0,0.0,1.0,13.0,Diabetes mellitus,Germany
4085,2015,B007,2,0.0,0.0,0.0,1.0,Scarlet fever and streptococcal sore throat,Germany
4085,2005,B007,2,1.0,0.0,0.0,0.0,Scarlet fever and streptococcal sore throat,Germany
4085,2006,B004,1,0.0,0.0,1.0,2.0,Typhoid fever,Germany
4085,2005,A021,1,0.0,0.0,0.0,2.0,Diphtheria,Germany
4085,2011,B029,1,0.0,0.0,0.0,2.0,Hypertension without mention of heart,Germany
4085,2010,A084,1,0.0,0.0,0.0,4.0,Hypertension without mention of heart,Germany
4085,2005,B020,2,0.0,0.0,0.0,1.0,Diabetes mellitus,Germany
4085,2008,A048,1,0.0,0.0,0.0,5.0,Malignant neoplasm of rectum,Germany
4085,2015,C089,2,0.0,0.0,0.0,3.0,External causes of injury and poisoning,Germany
4085,2010,C049,2,0.0,0.0,0.0,28.0,Other forms of heart disease,Germany
4085,2013,A084,2,1.0,0.0,0.0,2.0,Hypertension without mention of heart,Germany
4085,2006,B182,2,0.0,0.0,5.0,71.0,Hyperlipoproteinaemia,Germany
4085,2011,A099,2,1.0,0.0,1.0,248.0,Ulcer of stomach,Germany
4085,2014,C099,1,0.0,0.0,1.0,21.0,Accidents caused by machinery and by cutting and piercing instruments,Germany
4085,2005,A044,2,0.0,0.0,0.0,1.0,Malignant neoplasm of buccal cavity and pharynx,Germany
4085,2007,A085,2,0.0,0.0,0.0,1.0,Diseases of arteries,Germany
4085,2009,A081,1,0.0,0.0,0.0,23.0,Arteriosclerotic and degenerative heart disease,Germany
4085,2007,B349,1,0.0,0.0,1.0,6.0,Remainder of B34,Germany
4085,2013,A090,2,0.0,0.0,1.0,68.0,Bronchopneumonia,Germany
4085,2012,A090,1,2.0,0.0,1.0,43.0,Bronchopneumonia,Germany
4085,2014,A021,2,0.0,0.0,0.0,1.0,Diphtheria,Germany
4303,2012,1006,2,3.0,0.0,75.0,14.0,Other tuberculosis,Ukraine
4303,2009,1005,2,0.0,0.0,129.0,17.0,Respiratory tuberculosis,Ukraine
4303,2011,1097,2,3.0,1.0,17.0,70.0,Falls,Ukraine
4303,2015,1030,2,0.0,0.0,25.0,517.0,"Malignant neoplasm of colon, rectum and anus",Ukraine
4303,2005,1042,1,4.0,16.0,48.0,2.0,"Malignant neoplasm of meninges, brain and other parts of central nervous system",Ukraine
4303,2014,1053,1,1.0,1.0,1.0,0.0,Malnutrition,Ukraine
4303,2012,1093,1,590.0,28.0,19.0,1.0,"Congenital malformations, deformations and chromosomal abnormalities",Ukraine
4303,2011,1028,1,0.0,0.0,6.0,48.0,Malignant neoplasm of oesophagus,Ukraine
4303,2011,1083,2,0.0,1.0,15.0,12.0,Diseases of the musculoskeletal system and connective tissue,Ukraine
4303,2007,1103,1,153.0,72.0,1201.0,94.0,All other external causes,Ukraine
4303,2014,1098,1,0.0,32.0,181.0,22.0,Accidental drowning and submersion,Ukraine
4303,2007,1100,2,5.0,13.0,177.0,56.0,Accidental poisoning by and exposure to noxious substances,Ukraine
4303,2011,1080,1,2.0,2.0,866.0,150.0,Diseases of the liver,Ukraine
4303,2008,1087,2,0.0,0.0,16.0,0.0,"Pregnancy, childbirth and the puerperium",Ukraine
4303,2011,1012,1,25.0,4.0,36.0,5.0,Septicaemia,Ukraine
4303,2005,1058,2,45.0,39.0,147.0,88.0,Diseases of the nervous system,Ukraine
4303,2008,1006,1,0.0,0.0,353.0,8.0,Other tuberculosis,Ukraine
4303,2015,1071,1,0.0,0.0,54.0,102.0,Remainder of diseases of the circulatory system,Ukraine
4303,2014,1037,2,0.0,0.0,134.0,75.0,Malignant neoplasm of cervix uteri,Ukraine
4303,2014,1029,2,0.0,0.0,58.0,283.0,Malignant neoplasm of stomach,Ukraine
4303,2008,1061,1,60.0,36.0,411.0,82.0,Remainder of diseases of the nervous system,Ukraine
4303,2015,1057,2,0.0,0.0,3.0,78.0,Remainder of mental and behavioural disorders,Ukraine
4303,2008,1071,1,1.0,0.0,47.0,176.0,Remainder of diseases of the circulatory system,Ukraine
4303,2009,1049,2,1.0,1.0,6.0,4.0,Anaemias,Ukraine
4303,2006,1102,1,17.0,9.0,333.0,26.0,Assault,Ukraine
4303,2015,1068,2,12.0,6.0,175.0,1841.0,Other heart diseases,Ukraine
4303,2008,1095,2,142.0,129.0,862.0,691.0,External causes of morbidity and mortality,Ukraine
4303,2006,1035,2,0.0,0.0,15.0,40.0,Malignant melanoma of skin,Ukraine
4303,2015,1103,2,78.0,15.0,117.0,119.0,All other external causes,Ukraine
4303,2009,1097,1,4.0,10.0,130.0,61.0,Falls,Ukraine
4303,2005,1003,2,1.0,0.0,0.0,0.0,Diarrhoea and gastroenteritis of presumed infectious origin,Ukraine
4303,2012,1011,2,13.0,0.0,0.0,0.0,Meningococcal infection,Ukraine
4303,2015,1044,2,0.0,0.0,2.0,11.0,Multiple myeloma and malignant plasma cell neoplasms,Ukraine
4303,2006,1048,1,26.0,5.0,13.0,2.0,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Ukraine
4303,2015,1068,1,19.0,4.0,655.0,892.0,Other heart diseases,Ukraine
4303,2005,1020,2,13.0,0.0,202.0,0.0,Human immunodeficiency virus [HIV] disease,Ukraine
4303,2008,1081,2,5.0,3.0,97.0,454.0,Remainder of diseases of the digestive system,Ukraine
4303,2015,1078,1,7.0,9.0,1033.0,342.0,Diseases of the digestive system,Ukraine
4303,2006,1076,1,0.0,1.0,57.0,1287.0,Chronic lower respiratory diseases,Ukraine
4303,2010,1094,1,93.0,5.0,258.0,1348.0,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Ukraine
4303,2014,1073,1,0.0,0.0,1.0,0.0,Influenza,Ukraine
4303,2010,1058,1,83.0,29.0,293.0,138.0,Diseases of the nervous system,Ukraine
4303,2012,1071,1,0.0,0.0,64.0,175.0,Remainder of diseases of the circulatory system,Ukraine
4303,2012,1050,1,11.0,2.0,4.0,2.0,Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Ukraine
4303,2014,1045,2,5.0,8.0,24.0,68.0,Leukaemia,Ukraine
4303,2012,1098,2,2.0,26.0,18.0,27.0,Accidental drowning and submersion,Ukraine
4303,2009,1102,2,7.0,11.0,93.0,52.0,Assault,Ukraine
4303,2015,1035,1,0.0,0.0,24.0,16.0,Malignant melanoma of skin,Ukraine
4303,2012,1074,2,35.0,8.0,96.0,142.0,Pneumonia,Ukraine
4303,2009,1078,2,8.0,1.0,606.0,722.0,Diseases of the digestive system,Ukraine
4303,2015,1080,1,2.0,2.0,804.0,83.0,Diseases of the liver,Ukraine
4303,2010,1074,1,55.0,5.0,315.0,81.0,Pneumonia,Ukraine
4303,2015,1099,1,0.0,2.0,60.0,30.0,"Exposure to smoke, fire and flames",Ukraine
4303,2010,1084,1,1.0,2.0,62.0,138.0,Diseases of the genitourinary system,Ukraine
4303,2006,1029,1,0.0,0.0,91.0,295.0,Malignant neoplasm of stomach,Ukraine
4303,2006,1074,2,46.0,8.0,122.0,37.0,Pneumonia,Ukraine
4303,2009,1093,1,637.0,24.0,31.0,2.0,"Congenital malformations, deformations and chromosomal abnormalities",Ukraine
4303,2012,1053,1,0.0,1.0,0.0,0.0,Malnutrition,Ukraine
4303,2005,1019,2,1.0,0.0,5.0,0.0,Viral hepatitis,Ukraine
4303,2008,1061,2,51.0,28.0,137.0,99.0,Remainder of diseases of the nervous system,Ukraine
4303,2011,1065,2,0.0,1.0,8.0,25.0,Acute rheumatic fever and chronic rheumatic heart diseases,Ukraine
4303,2006,1088,2,0.0,0.0,2.0,0.0,Pregnancy with abortive outcome,Ukraine
4303,2012,1036,2,0.0,0.0,167.0,602.0,Malignant neoplasm of breast,Ukraine
4303,2014,1034,1,0.0,1.0,49.0,400.0,"Malignant neoplasm of trachea, bronchus and lung",Ukraine
4303,2005,1098,1,6.0,73.0,336.0,18.0,Accidental drowning and submersion,Ukraine
4303,2012,1085,1,1.0,0.0,40.0,54.0,Glomerular and renal tubulo-interstitial diseases,Ukraine
4303,2010,1072,2,58.0,7.0,141.0,1160.0,Diseases of the respiratory system,Ukraine
4303,2011,1068,2,23.0,6.0,154.0,2336.0,Other heart diseases,Ukraine
4303,2014,1098,2,0.0,12.0,21.0,16.0,Accidental drowning and submersion,Ukraine
4303,2010,1099,1,1.0,1.0,75.0,49.0,"Exposure to smoke, fire and flames",Ukraine
4303,2014,1006,1,1.0,0.0,226.0,6.0,Other tuberculosis,Ukraine
4303,2007,1033,1,0.0,0.0,6.0,57.0,Malignant neoplasm of larynx,Ukraine
4303,2005,1095,1,193.0,335.0,4864.0,421.0,External causes of morbidity and mortality,Ukraine
4303,2005,1089,2,0.0,0.0,5.0,0.0,Other direct obstetric deaths,Ukraine
4303,2010,1032,2,0.0,0.0,12.0,219.0,Malignant neoplasm of pancreas,Ukraine
4303,2006,1032,1,0.0,1.0,39.0,89.0,Malignant neoplasm of pancreas,Ukraine
4303,2011,1049,1,3.0,1.0,0.0,2.0,Anaemias,Ukraine
4303,2009,1019,1,1.0,0.0,6.0,0.0,Viral hepatitis,Ukraine
4303,2006,1092,1,1168.0,0.0,0.0,0.0,Certain conditions originating in the perinatal period,Ukraine
4303,2006,1086,1,0.0,0.0,10.0,60.0,Remainder of diseases of the genitourinary system,Ukraine
4303,2010,1042,2,3.0,11.0,41.0,19.0,"Malignant neoplasm of meninges, brain and other parts of central nervous system",Ukraine
4303,2005,1061,1,57.0,44.0,356.0,43.0,Remainder of diseases of the nervous system,Ukraine
4303,2015,1066,1,0.0,0.0,7.0,14.0,Hypertensive diseases,Ukraine
4303,2009,1074,1,48.0,4.0,351.0,59.0,Pneumonia,Ukraine
4303,2008,1015,2,0.0,1.0,0.0,0.0,Rabies,Ukraine
4303,2007,1030,2,0.0,0.0,32.0,705.0,"Malignant neoplasm of colon, rectum and anus",Ukraine
4303,2012,1065,2,0.0,0.0,3.0,36.0,Acute rheumatic fever and chronic rheumatic heart diseases,Ukraine
4303,2006,1074,1,75.0,13.0,347.0,48.0,Pneumonia,Ukraine
4303,2014,1102,2,4.0,7.0,66.0,40.0,Assault,Ukraine
4303,2006,1066,2,0.0,0.0,3.0,22.0,Hypertensive diseases,Ukraine
4303,2009,1033,1,0.0,0.0,6.0,55.0,Malignant neoplasm of larynx,Ukraine
4303,2010,1035,2,0.0,1.0,23.0,46.0,Malignant melanoma of skin,Ukraine
4303,2005,1042,2,3.0,12.0,42.0,10.0,"Malignant neoplasm of meninges, brain and other parts of central nervous system",Ukraine
4303,2015,1027,2,0.0,0.0,13.0,39.0,"Malignant neoplasm of lip, oral cavity and pharynx",Ukraine
4303,2014,1072,2,53.0,9.0,119.0,670.0,Diseases of the respiratory system,Ukraine
4303,2008,1031,1,2.0,0.0,14.0,55.0,Malignant neoplasm of liver and intrahepatic bile ducts,Ukraine
4303,2008,1054,2,13.0,7.0,10.0,5.0,"Remainder of endocrine, nutritional and metabolic diseases",Ukraine
4303,2014,1078,2,5.0,2.0,465.0,666.0,Diseases of the digestive system,Ukraine
4303,2008,1055,2,0.0,0.0,37.0,82.0,Mental and behavioural disorders,Ukraine
4303,2012,1032,1,0.0,0.0,44.0,145.0,Malignant neoplasm of pancreas,Ukraine
4303,2006,1064,2,20.0,12.0,598.0,62808.0,Diseases of the circulatory system,Ukraine
4303,2006,1054,1,36.0,12.0,8.0,0.0,"Remainder of endocrine, nutritional and metabolic diseases",Ukraine
4303,2011,1070,2,0.0,0.0,1.0,4215.0,Atherosclerosis,Ukraine
4303,2010,1053,2,2.0,0.0,1.0,0.0,Malnutrition,Ukraine
4303,2009,1056,2,0.0,0.0,28.0,3.0,Mental and behavioural disorders due to psychoactive substance use,Ukraine
4303,2006,1067,1,0.0,0.0,984.0,16979.0,Ischaemic heart diseases,Ukraine
4303,2005,1043,2,0.0,2.0,18.0,23.0,Non-Hodgkin's lymphoma,Ukraine
4303,2014,1028,2,0.0,0.0,1.0,15.0,Malignant neoplasm of oesophagus,Ukraine
4303,2014,1103,1,98.0,38.0,1177.0,107.0,All other external causes,Ukraine
4303,2006,1057,1,0.0,2.0,8.0,10.0,Remainder of mental and behavioural disorders,Ukraine
4303,2015,1021,1,0.0,0.0,1.0,0.0,Malaria,Ukraine
4303,2010,1084,2,1.0,3.0,55.0,97.0,Diseases of the genitourinary system,Ukraine
4303,2011,1066,1,0.0,0.0,10.0,9.0,Hypertensive diseases,Ukraine
4303,2009,1064,1,39.0,16.0,1980.0,30667.0,Diseases of the circulatory system,Ukraine
4303,2010,1046,1,8.0,17.0,122.0,341.0,Remainder of malignant neoplasms,Ukraine
4303,2009,1097,2,5.0,2.0,22.0,67.0,Falls,Ukraine
4303,2007,1019,1,1.0,0.0,5.0,2.0,Viral hepatitis,Ukraine
4303,2005,1026,1,26.0,80.0,611.0,2099.0,Neoplasms,Ukraine
4303,2012,1026,2,24.0,35.0,738.0,3794.0,Neoplasms,Ukraine
4303,2006,1080,1,2.0,2.0,1141.0,103.0,Diseases of the liver,Ukraine
4303,2007,1041,2,0.0,0.0,3.0,64.0,Malignant neoplasm of bladder,Ukraine
4303,2008,1054,1,27.0,1.0,9.0,2.0,"Remainder of endocrine, nutritional and metabolic diseases",Ukraine
4303,2005,1036,2,0.0,0.0,166.0,485.0,Malignant neoplasm of breast,Ukraine
4303,2007,1066,2,0.0,0.0,4.0,31.0,Hypertensive diseases,Ukraine
4303,2007,1035,1,0.0,0.0,18.0,19.0,Malignant melanoma of skin,Ukraine
4303,2008,1083,1,0.0,2.0,14.0,5.0,Diseases of the musculoskeletal system and connective tissue,Ukraine
4303,2007,1020,2,11.0,1.0,283.0,1.0,Human immunodeficiency virus [HIV] disease,Ukraine
4303,2012,1097,2,1.0,0.0,18.0,98.0,Falls,Ukraine
4303,2009,1087,2,0.0,0.0,16.0,0.0,"Pregnancy, childbirth and the puerperium",Ukraine
4303,2009,1094,1,106.0,13.0,253.0,1619.0,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Ukraine
4303,2014,1064,2,23.0,7.0,513.0,49887.0,Diseases of the circulatory system,Ukraine
4303,2009,1078,1,13.0,5.0,1465.0,402.0,Diseases of the digestive system,Ukraine
4303,2014,1100,1,7.0,5.0,437.0,26.0,Accidental poisoning by and exposure to noxious substances,Ukraine
4303,2010,1043,1,1.0,8.0,32.0,27.0,Non-Hodgkin's lymphoma,Ukraine
4303,2014,1084,2,0.0,2.0,35.0,90.0,Diseases of the genitourinary system,Ukraine
4303,2014,1035,1,0.0,0.0,21.0,14.0,Malignant melanoma of skin,Ukraine
4303,2015,1079,2,0.0,0.0,12.0,69.0,Gastric and duodenal ulcer,Ukraine
4303,2012,1082,1,0.0,0.0,17.0,11.0,Diseases of the skin and subcutaneous tissue,Ukraine
4303,2012,1096,2,9.0,19.0,100.0,63.0,Transport accidents,Ukraine
4303,2010,1052,1,0.0,1.0,43.0,26.0,Diabetes mellitus,Ukraine
4303,2012,1086,2,0.0,0.0,15.0,39.0,Remainder of diseases of the genitourinary system,Ukraine
4303,2012,1080,2,0.0,1.0,399.0,194.0,Diseases of the liver,Ukraine
4303,2007,1067,2,0.0,0.0,249.0,43438.0,Ischaemic heart diseases,Ukraine
4303,2015,1083,1,1.0,1.0,8.0,3.0,Diseases of the musculoskeletal system and connective tissue,Ukraine
4303,2009,1043,1,0.0,7.0,30.0,20.0,Non-Hodgkin's lymphoma,Ukraine
4303,2010,1100,1,6.0,5.0,475.0,33.0,Accidental poisoning by and exposure to noxious substances,Ukraine
4303,2014,1058,1,76.0,30.0,317.0,139.0,Diseases of the nervous system,Ukraine
4303,2005,1050,2,13.0,1.0,5.0,1.0,Remainder of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Ukraine
4303,2010,1021,1,0.0,0.0,1.0,0.0,Malaria,Ukraine
4303,2007,1069,1,4.0,2.0,319.0,5325.0,Cerebrovascular diseases,Ukraine
4303,2008,1028,2,0.0,0.0,2.0,32.0,Malignant neoplasm of oesophagus,Ukraine
4303,2005,1084,2,1.0,3.0,58.0,80.0,Diseases of the genitourinary system,Ukraine
4303,2014,1089,2,0.0,0.0,11.0,0.0,Other direct obstetric deaths,Ukraine
4303,2005,1048,1,27.0,5.0,8.0,3.0,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Ukraine
4303,2006,1083,2,2.0,4.0,20.0,31.0,Diseases of the musculoskeletal system and connective tissue,Ukraine
4303,2012,1099,2,1.0,1.0,11.0,93.0,"Exposure to smoke, fire and flames",Ukraine
4303,2012,1031,2,3.0,0.0,11.0,107.0,Malignant neoplasm of liver and intrahepatic bile ducts,Ukraine
4303,2007,1084,2,1.0,3.0,59.0,95.0,Diseases of the genitourinary system,Ukraine
4303,2011,1053,2,0.0,0.0,1.0,0.0,Malnutrition,Ukraine
4303,2007,1001,1,111.0,11.0,1897.0,41.0,Certain infectious and parasitic diseases,Ukraine
4303,2011,1084,1,2.0,2.0,67.0,130.0,Diseases of the genitourinary system,Ukraine
4303,2006,1031,1,3.0,0.0,11.0,51.0,Malignant neoplasm of liver and intrahepatic bile ducts,Ukraine
4303,2007,1043,2,0.0,0.0,18.0,49.0,Non-Hodgkin's lymphoma,Ukraine
4303,2008,1103,2,122.0,21.0,240.0,173.0,All other external causes,Ukraine
4303,2007,1086,1,1.0,1.0,17.0,58.0,Remainder of diseases of the genitourinary system,Ukraine
4303,2006,1011,2,23.0,0.0,0.0,0.0,Meningococcal infection,Ukraine
4303,2012,1098,1,2.0,30.0,202.0,27.0,Accidental drowning and submersion,Ukraine
4303,2006,1051,2,23.0,5.0,38.0,85.0,"Endocrine, nutritional and metabolic diseases",Ukraine
4303,2011,1099,2,1.0,0.0,17.0,85.0,"Exposure to smoke, fire and flames",Ukraine
4303,2010,1069,1,13.0,3.0,274.0,6792.0,Cerebrovascular diseases,Ukraine
4303,2008,1074,1,47.0,4.0,483.0,50.0,Pneumonia,Ukraine
4303,2005,1101,1,0.0,45.0,799.0,115.0,Intentional self-harm,Ukraine
4303,2014,1051,2,9.0,7.0,30.0,72.0,"Endocrine, nutritional and metabolic diseases",Ukraine
4303,2009,1049,1,4.0,0.0,4.0,2.0,Anaemias,Ukraine
4303,2005,1047,1,4.0,4.0,19.0,8.0,Remainder of neoplasms ,Ukraine
4303,2011,1027,1,0.0,0.0,36.0,64.0,"Malignant neoplasm of lip, oral cavity and pharynx",Ukraine
4303,2011,1052,2,0.0,0.0,26.0,91.0,Diabetes mellitus,Ukraine
4303,2009,1080,2,1.0,1.0,515.0,157.0,Diseases of the liver,Ukraine
4303,2008,1099,2,2.0,3.0,26.0,88.0,"Exposure to smoke, fire and flames",Ukraine
4303,2015,1041,1,0.0,0.0,3.0,136.0,Malignant neoplasm of bladder,Ukraine
4303,2015,1065,1,0.0,0.0,8.0,2.0,Acute rheumatic fever and chronic rheumatic heart diseases,Ukraine
4303,2006,1030,1,0.0,1.0,34.0,401.0,"Malignant neoplasm of colon, rectum and anus",Ukraine
4303,2005,1034,1,0.0,0.0,86.0,420.0,"Malignant neoplasm of trachea, bronchus and lung",Ukraine
4303,2010,1073,2,1.0,0.0,16.0,1.0,Influenza,Ukraine
4303,2015,1026,2,19.0,16.0,589.0,2459.0,Neoplasms,Ukraine
4303,2015,1097,1,3.0,8.0,111.0,50.0,Falls,Ukraine
4303,2006,1031,2,3.0,1.0,5.0,61.0,Malignant neoplasm of liver and intrahepatic bile ducts,Ukraine
